State,YEAR,party,vote_share_percentage,District,M.victory
WEST BENGAL,2016,BJP,10.13,south twenty four parganas,4.83
WEST BENGAL,2016,IND,0.79,south twenty four parganas,4.83
WEST BENGAL,2011,SUCI,49.38,south twenty four parganas,2.68
WEST BENGAL,2016,BMUP,0.28,south twenty four parganas,4.83
WEST BENGAL,2016,AITC,36.23,south twenty four parganas,4.83
WEST BENGAL,2016,NOTA,0.87,south twenty four parganas,4.83
WEST BENGAL,2011,IND,1.3,south twenty four parganas,2.68
WEST BENGAL,2011,CPM,31.03,south twenty four parganas,2.68
WEST BENGAL,2011,PDCI,2.06,south twenty four parganas,2.68
WEST BENGAL,2011,BJP,6.69,south twenty four parganas,2.68
WEST BENGAL,2016,SUCI,22.1,south twenty four parganas,4.83
WEST BENGAL,2011,INC,9.54,south twenty four parganas,2.68
WEST BENGAL,2011,CPM,40.66,south twenty four parganas,2.68
WEST BENGAL,2016,BJP,6.64,south twenty four parganas,4.83
WEST BENGAL,2011,PDS,0.77,south twenty four parganas,2.68
WEST BENGAL,2016,SUCI,4.81,south twenty four parganas,4.83
WEST BENGAL,2011,BJP,3.39,south twenty four parganas,2.68
WEST BENGAL,2011,IND,1.02,south twenty four parganas,2.68
WEST BENGAL,2016,BSP,0.86,south twenty four parganas,4.83
WEST BENGAL,2016,IND,0.71,south twenty four parganas,4.83
WEST BENGAL,2016,NOTA,1.06,south twenty four parganas,4.83
WEST BENGAL,2016,CPM,37.48,south twenty four parganas,4.83
WEST BENGAL,2011,IND,0.89,south twenty four parganas,2.68
WEST BENGAL,2016,IND,0.36,south twenty four parganas,4.83
WEST BENGAL,2011,BSP,1.07,south twenty four parganas,2.68
WEST BENGAL,2011,AITC,52.19,south twenty four parganas,2.68
WEST BENGAL,2016,AITC,48.09,south twenty four parganas,4.83
WEST BENGAL,2011,BSP,2.11,south twenty four parganas,2.68
WEST BENGAL,2016,IND,0.69,south twenty four parganas,4.83
WEST BENGAL,2016,SUCI,2.09,south twenty four parganas,4.83
WEST BENGAL,2016,INC,39.25,south twenty four parganas,4.83
WEST BENGAL,2011,CPM,40.55,south twenty four parganas,2.68
WEST BENGAL,2011,BJP,3.99,south twenty four parganas,2.68
WEST BENGAL,2016,NOTA,1.29,south twenty four parganas,4.83
WEST BENGAL,2011,AITC,53.35,south twenty four parganas,2.68
WEST BENGAL,2016,AITC,49.08,south twenty four parganas,4.83
WEST BENGAL,2016,BSP,0.96,south twenty four parganas,4.83
WEST BENGAL,2016,BJP,6.65,south twenty four parganas,4.83
WEST BENGAL,2011,CPM,54.3,south twenty four parganas,2.68
WEST BENGAL,2011,BSP,0.56,south twenty four parganas,2.68
WEST BENGAL,2011,SUCI,1.32,south twenty four parganas,2.68
WEST BENGAL,2011,SDPI,0.75,south twenty four parganas,2.68
WEST BENGAL,2016,CPM,31.12,south twenty four parganas,4.83
WEST BENGAL,2016,AITC,59.56,south twenty four parganas,4.83
WEST BENGAL,2011,BJP,2.24,south twenty four parganas,2.68
WEST BENGAL,2011,INC,40.83,south twenty four parganas,2.68
WEST BENGAL,2016,NOTA,1.65,south twenty four parganas,4.83
WEST BENGAL,2016,SUCI,1.32,south twenty four parganas,4.83
WEST BENGAL,2016,BJP,6.35,south twenty four parganas,4.83
WEST BENGAL,2016,LJP,0.24,south twenty four parganas,4.83
WEST BENGAL,2011,BSP,0.87,south twenty four parganas,2.68
WEST BENGAL,2016,IND,0.35,south twenty four parganas,4.83
WEST BENGAL,2016,NOTA,1.21,south twenty four parganas,4.83
WEST BENGAL,2016,BJP,7.56,south twenty four parganas,4.83
WEST BENGAL,2011,AITC,57.54,south twenty four parganas,2.68
WEST BENGAL,2011,CPM,36.74,south twenty four parganas,2.68
WEST BENGAL,2011,IND,0.48,south twenty four parganas,2.68
WEST BENGAL,2016,IND,0.55,south twenty four parganas,4.83
WEST BENGAL,2011,BJP,2.73,south twenty four parganas,2.68
WEST BENGAL,2011,IND,0.69,south twenty four parganas,2.68
WEST BENGAL,2016,AITC,54.73,south twenty four parganas,4.83
WEST BENGAL,2011,PDCI,0.95,south twenty four parganas,2.68
WEST BENGAL,2016,CPM,34.73,south twenty four parganas,4.83
WEST BENGAL,2016,SUCI,0.62,south twenty four parganas,4.83
WEST BENGAL,2016,BJP,5.15,south twenty four parganas,4.83
WEST BENGAL,2016,IND,0.48,south twenty four parganas,4.83
WEST BENGAL,2016,AITC,48.7,south twenty four parganas,4.83
WEST BENGAL,2011,AITC,49.68,south twenty four parganas,2.68
WEST BENGAL,2011,CPM,43.87,south twenty four parganas,2.68
WEST BENGAL,2011,IJP,0.4,south twenty four parganas,2.68
WEST BENGAL,2016,BSP,0.75,south twenty four parganas,4.83
WEST BENGAL,2016,SUCI,0.62,south twenty four parganas,4.83
WEST BENGAL,2011,BJP,2.96,south twenty four parganas,2.68
WEST BENGAL,2011,IND,0.94,south twenty four parganas,2.68
WEST BENGAL,2011,PDCI,1.73,south twenty four parganas,2.68
WEST BENGAL,2016,NOTA,0.81,south twenty four parganas,4.83
WEST BENGAL,2011,IND,0.42,south twenty four parganas,2.68
WEST BENGAL,2016,CPM,43.5,south twenty four parganas,4.83
WEST BENGAL,2016,AITC,50.71,south twenty four parganas,4.83
WEST BENGAL,2016,INC,41.5,south twenty four parganas,4.83
WEST BENGAL,2016,LJP,0.11,south twenty four parganas,4.83
WEST BENGAL,2011,AITC,47.11,south twenty four parganas,2.68
WEST BENGAL,2011,IND,7.74,south twenty four parganas,2.68
WEST BENGAL,2016,IND,0.13,south twenty four parganas,4.83
WEST BENGAL,2016,NOTA,1.08,south twenty four parganas,4.83
WEST BENGAL,2016,IND,0.1,south twenty four parganas,4.83
WEST BENGAL,2011,IND,0.45,south twenty four parganas,2.68
WEST BENGAL,2016,WPOI,0.83,south twenty four parganas,4.83
WEST BENGAL,2011,IND,0.46,south twenty four parganas,2.68
WEST BENGAL,2011,BJP,3.6,south twenty four parganas,2.68
WEST BENGAL,2011,CPM,38.68,south twenty four parganas,2.68
WEST BENGAL,2011,PDS,1.02,south twenty four parganas,2.68
WEST BENGAL,2016,PDS,0.31,south twenty four parganas,4.83
WEST BENGAL,2016,BJP,4.02,south twenty four parganas,4.83
WEST BENGAL,2016,IND,0.69,south twenty four parganas,4.83
WEST BENGAL,2016,IND,0.54,south twenty four parganas,4.83
WEST BENGAL,2011,BSP,0.93,south twenty four parganas,2.68
WEST BENGAL,2016,IUC,0.16,south twenty four parganas,4.83
WEST BENGAL,2016,IND,0.2,south twenty four parganas,4.83
WEST BENGAL,2016,IND,0.77,south twenty four parganas,4.83
WEST BENGAL,2011,IUC,1.09,south twenty four parganas,2.68
WEST BENGAL,2016,AITC,48.58,south twenty four parganas,4.83
WEST BENGAL,2016,BJP,7.33,south twenty four parganas,4.83
WEST BENGAL,2011,BJP,3.01,south twenty four parganas,2.68
WEST BENGAL,2016,IND,0.2,south twenty four parganas,4.83
WEST BENGAL,2016,NOTA,1.06,south twenty four parganas,4.83
WEST BENGAL,2016,CPM,41.03,south twenty four parganas,4.83
WEST BENGAL,2011,CPM,40.72,south twenty four parganas,2.68
WEST BENGAL,2016,BSP,0.28,south twenty four parganas,4.83
WEST BENGAL,2016,SUCI,0.19,south twenty four parganas,4.83
WEST BENGAL,2016,IND,0.2,south twenty four parganas,4.83
WEST BENGAL,2011,AITC,53.37,south twenty four parganas,2.68
WEST BENGAL,2011,PDS,1.8,south twenty four parganas,2.68
WEST BENGAL,2016,AITC,50.15,south twenty four parganas,4.83
WEST BENGAL,2016,NOTA,0.96,south twenty four parganas,4.83
WEST BENGAL,2016,PDS,0.42,south twenty four parganas,4.83
WEST BENGAL,2016,CPM,37.62,south twenty four parganas,4.83
WEST BENGAL,2011,IND,1.85,south twenty four parganas,2.68
WEST BENGAL,2016,BSP,0.81,south twenty four parganas,4.83
WEST BENGAL,2016,SUCI,0.96,south twenty four parganas,4.83
WEST BENGAL,2011,BJP,3.45,south twenty four parganas,2.68
WEST BENGAL,2011,AITC,55.61,south twenty four parganas,2.68
WEST BENGAL,2011,CPM,37.92,south twenty four parganas,2.68
WEST BENGAL,2016,BJP,8.38,south twenty four parganas,4.83
WEST BENGAL,2016,LJP,0.71,south twenty four parganas,4.83
WEST BENGAL,2011,BSP,1.18,south twenty four parganas,2.68
WEST BENGAL,2016,NOTA,1.39,south twenty four parganas,4.83
WEST BENGAL,2011,CPI(ML)(L),0.9,south twenty four parganas,2.68
WEST BENGAL,2011,IND,0.58,south twenty four parganas,2.68
WEST BENGAL,2016,BSP,0.76,south twenty four parganas,4.83
WEST BENGAL,2011,CPM,41.31,south twenty four parganas,2.68
WEST BENGAL,2016,CPI(ML)(L),0.7,south twenty four parganas,4.83
WEST BENGAL,2011,IND,1.05,south twenty four parganas,2.68
WEST BENGAL,2016,CPM,39.7,south twenty four parganas,4.83
WEST BENGAL,2011,IND,0.88,south twenty four parganas,2.68
WEST BENGAL,2016,AITC,47.98,south twenty four parganas,4.83
WEST BENGAL,2011,AITC,51.18,south twenty four parganas,2.68
WEST BENGAL,2016,BJP,9.03,south twenty four parganas,4.83
WEST BENGAL,2011,BJP,4.1,south twenty four parganas,2.68
WEST BENGAL,2016,IND,0.44,south twenty four parganas,4.83
WEST BENGAL,2011,PDS,0.98,south twenty four parganas,2.68
WEST BENGAL,2016,BSP,0.78,south twenty four parganas,4.83
WEST BENGAL,2016,BJP,6.97,south twenty four parganas,4.83
WEST BENGAL,2011,IND,2.04,south twenty four parganas,2.68
WEST BENGAL,2011,CPM,39.83,south twenty four parganas,2.68
WEST BENGAL,2011,AITC,53.92,south twenty four parganas,2.68
WEST BENGAL,2016,CPM,37.39,south twenty four parganas,4.83
WEST BENGAL,2016,PDS,0.59,south twenty four parganas,4.83
WEST BENGAL,2011,BJP,3.23,south twenty four parganas,2.68
WEST BENGAL,2016,AITC,52.36,south twenty four parganas,4.83
WEST BENGAL,2016,IND,0.73,south twenty four parganas,4.83
WEST BENGAL,2016,NOTA,1.17,south twenty four parganas,4.83
WEST BENGAL,2011,BSP,0.64,south twenty four parganas,2.68
WEST BENGAL,2016,IND,0.54,south twenty four parganas,4.83
WEST BENGAL,2011,CPI,36.79,south twenty four parganas,2.68
WEST BENGAL,2011,IND,0.42,south twenty four parganas,2.68
WEST BENGAL,2011,PPIS,0.19,south twenty four parganas,2.68
WEST BENGAL,2016,AITC,47.8,south twenty four parganas,4.83
WEST BENGAL,2016,CPI,40.43,south twenty four parganas,4.83
WEST BENGAL,2011,AITC,59.03,south twenty four parganas,2.68
WEST BENGAL,2016,IND,0.4,south twenty four parganas,4.83
WEST BENGAL,2016,BSP,0.81,south twenty four parganas,4.83
WEST BENGAL,2011,BJP,1.72,south twenty four parganas,2.68
WEST BENGAL,2011,IND,0.99,south twenty four parganas,2.68
WEST BENGAL,2016,MPOI,0.31,south twenty four parganas,4.83
WEST BENGAL,2016,BJP,7.72,south twenty four parganas,4.83
WEST BENGAL,2016,NOTA,1.48,south twenty four parganas,4.83
WEST BENGAL,2016,SUCI,0.52,south twenty four parganas,4.83
WEST BENGAL,2011,RJNP,0.22,south twenty four parganas,2.68
WEST BENGAL,2016,NOTA,1.18,south twenty four parganas,4.83
WEST BENGAL,2016,LJP,0.99,south twenty four parganas,4.83
WEST BENGAL,2016,BJP,4.64,south twenty four parganas,4.83
WEST BENGAL,2016,WPOI,1.96,south twenty four parganas,4.83
WEST BENGAL,2011,IND,5.98,south twenty four parganas,2.68
WEST BENGAL,2011,CPM,47.33,south twenty four parganas,2.68
WEST BENGAL,2016,AITC,49.57,south twenty four parganas,4.83
WEST BENGAL,2016,CPM,40.77,south twenty four parganas,4.83
WEST BENGAL,2016,IND,0.88,south twenty four parganas,4.83
WEST BENGAL,2011,AITC,44.38,south twenty four parganas,2.68
WEST BENGAL,2011,BJP,2.31,south twenty four parganas,2.68
WEST BENGAL,2016,IND,0.18,south twenty four parganas,4.83
WEST BENGAL,2016,LJP,0.31,south twenty four parganas,4.83
WEST BENGAL,2016,CPM,40.49,south twenty four parganas,4.83
WEST BENGAL,2016,IND,0.25,south twenty four parganas,4.83
WEST BENGAL,2011,IND,0.42,south twenty four parganas,2.68
WEST BENGAL,2011,BSP,0.68,south twenty four parganas,2.68
WEST BENGAL,2016,NOTA,1.88,south twenty four parganas,4.83
WEST BENGAL,2016,IND,0.29,south twenty four parganas,4.83
WEST BENGAL,2011,BJP,1.78,south twenty four parganas,2.68
WEST BENGAL,2011,IND,0.26,south twenty four parganas,2.68
WEST BENGAL,2016,IND,0.19,south twenty four parganas,4.83
WEST BENGAL,2011,CPM,42.23,south twenty four parganas,2.68
WEST BENGAL,2011,AITC,53.81,south twenty four parganas,2.68
WEST BENGAL,2011,IND,0.82,south twenty four parganas,2.68
WEST BENGAL,2016,IND,0.3,south twenty four parganas,4.83
WEST BENGAL,2016,BJP,8.9,south twenty four parganas,4.83
WEST BENGAL,2016,AITC,46.52,south twenty four parganas,4.83
WEST BENGAL,2016,BSP,0.69,south twenty four parganas,4.83
WEST BENGAL,2011,RJNP,0.07,south twenty four parganas,2.68
WEST BENGAL,2016,IND,0.18,south twenty four parganas,4.83
WEST BENGAL,2011,IND,0.34,south twenty four parganas,2.68
WEST BENGAL,2016,IND,0.12,south twenty four parganas,4.83
WEST BENGAL,2016,CPM,48.51,south twenty four parganas,4.83
WEST BENGAL,2011,PDS,0.17,south twenty four parganas,2.68
WEST BENGAL,2011,BSP,0.35,south twenty four parganas,2.68
WEST BENGAL,2016,IND,0.21,south twenty four parganas,4.83
WEST BENGAL,2011,AITC,52.65,south twenty four parganas,2.68
WEST BENGAL,2011,BJP,1.39,south twenty four parganas,2.68
WEST BENGAL,2011,CPI(ML)(L),0.21,south twenty four parganas,2.68
WEST BENGAL,2011,IND,0.08,south twenty four parganas,2.68
WEST BENGAL,2011,IND,0.08,south twenty four parganas,2.68
WEST BENGAL,2011,IND,0.2,south twenty four parganas,2.68
WEST BENGAL,2016,NOTA,2.01,south twenty four parganas,4.83
WEST BENGAL,2016,SUCI,0.3,south twenty four parganas,4.83
WEST BENGAL,2011,IND,0.08,south twenty four parganas,2.68
WEST BENGAL,2016,IND,0.26,south twenty four parganas,4.83
WEST BENGAL,2011,IND,0.18,south twenty four parganas,2.68
WEST BENGAL,2016,BJP,6.82,south twenty four parganas,4.83
WEST BENGAL,2016,AITC,41.19,south twenty four parganas,4.83
WEST BENGAL,2016,BSP,0.39,south twenty four parganas,4.83
WEST BENGAL,2011,CPM,44.2,south twenty four parganas,2.68
WEST BENGAL,2016,BJP,7.51,south twenty four parganas,4.83
WEST BENGAL,2011,BSP,0.8,south twenty four parganas,2.68
WEST BENGAL,2016,NOTA,1.46,south twenty four parganas,4.83
WEST BENGAL,2016,LJP,0.31,south twenty four parganas,4.83
WEST BENGAL,2011,IND,0.26,south twenty four parganas,2.68
WEST BENGAL,2016,SUCI,0.71,south twenty four parganas,4.83
WEST BENGAL,2011,IND,0.7,south twenty four parganas,2.68
WEST BENGAL,2011,BJP,2.23,south twenty four parganas,2.68
WEST BENGAL,2011,IND,0.46,south twenty four parganas,2.68
WEST BENGAL,2016,AITC,50.31,south twenty four parganas,4.83
WEST BENGAL,2011,CPM,39.36,south twenty four parganas,2.68
WEST BENGAL,2016,MPOI,0.39,south twenty four parganas,4.83
WEST BENGAL,2011,IND,0.79,south twenty four parganas,2.68
WEST BENGAL,2016,IND,0.4,south twenty four parganas,4.83
WEST BENGAL,2016,BSP,0.87,south twenty four parganas,4.83
WEST BENGAL,2011,AITC,55.4,south twenty four parganas,2.68
WEST BENGAL,2016,CPM,38.03,south twenty four parganas,4.83
WEST BENGAL,2016,SHS,0.53,south twenty four parganas,4.83
WEST BENGAL,2011,IND,0.52,south twenty four parganas,2.68
WEST BENGAL,2016,IND,0.3,south twenty four parganas,4.83
WEST BENGAL,2011,AITC,56.17,south twenty four parganas,2.68
WEST BENGAL,2011,IND,0.42,south twenty four parganas,2.68
WEST BENGAL,2016,IND,0.84,south twenty four parganas,4.83
WEST BENGAL,2016,CPM,41.62,south twenty four parganas,4.83
WEST BENGAL,2011,BJP,1.6,south twenty four parganas,2.68
WEST BENGAL,2011,LJP,0.25,south twenty four parganas,2.68
WEST BENGAL,2016,IND,0.11,south twenty four parganas,4.83
WEST BENGAL,2011,CPM,41.04,south twenty four parganas,2.68
WEST BENGAL,2016,AITC,46.73,south twenty four parganas,4.83
WEST BENGAL,2016,BJP,7.66,south twenty four parganas,4.83
WEST BENGAL,2016,NOTA,1.92,south twenty four parganas,4.83
WEST BENGAL,2016,SUCI,0.29,south twenty four parganas,4.83
WEST BENGAL,2011,BSP,0.6,south twenty four parganas,2.68
WEST BENGAL,2016,BJP,10.71,south twenty four parganas,4.83
WEST BENGAL,2016,NOTA,1.92,south twenty four parganas,4.83
WEST BENGAL,2016,BSP,0.83,south twenty four parganas,4.83
WEST BENGAL,2011,IND,0.58,south twenty four parganas,2.68
WEST BENGAL,2016,SHS,1.79,south twenty four parganas,4.83
WEST BENGAL,2016,IND,0.6,south twenty four parganas,4.83
WEST BENGAL,2011,BJP,1.91,south twenty four parganas,2.68
WEST BENGAL,2016,IND,1.03,south twenty four parganas,4.83
WEST BENGAL,2011,IND,0.52,south twenty four parganas,2.68
WEST BENGAL,2016,IND,35.43,south twenty four parganas,4.83
WEST BENGAL,2016,IND,0.36,south twenty four parganas,4.83
WEST BENGAL,2016,AITC,47.33,south twenty four parganas,4.83
WEST BENGAL,2011,IND,0.22,south twenty four parganas,2.68
WEST BENGAL,2011,AITC,60.28,south twenty four parganas,2.68
WEST BENGAL,2011,CPM,35.4,south twenty four parganas,2.68
WEST BENGAL,2011,IND,0.49,south twenty four parganas,2.68
WEST BENGAL,2016,IND,0.41,south twenty four parganas,4.83
WEST BENGAL,2011,IND,1.05,south twenty four parganas,2.68
WEST BENGAL,2016,CPM,41.98,south twenty four parganas,4.83
WEST BENGAL,2011,AITC,62.96,south twenty four parganas,2.68
WEST BENGAL,2011,BJP,2.09,south twenty four parganas,2.68
WEST BENGAL,2016,NOTA,1.86,south twenty four parganas,4.83
WEST BENGAL,2016,SUCI,0.67,south twenty four parganas,4.83
WEST BENGAL,2016,BSP,0.47,south twenty four parganas,4.83
WEST BENGAL,2016,BJP,8.09,south twenty four parganas,4.83
WEST BENGAL,2011,CPM,33.9,south twenty four parganas,2.68
WEST BENGAL,2016,IND,0.34,south twenty four parganas,4.83
WEST BENGAL,2016,AITC,45.98,south twenty four parganas,4.83
WEST BENGAL,2016,IND,0.2,south twenty four parganas,4.83
WEST BENGAL,2011,BJP,2.1,south twenty four parganas,2.68
WEST BENGAL,2016,PDS,0.95,south twenty four parganas,4.83
WEST BENGAL,2016,IND,0.52,south twenty four parganas,4.83
WEST BENGAL,2016,AITC,47.84,south twenty four parganas,4.83
WEST BENGAL,2011,IND,0.46,south twenty four parganas,2.68
WEST BENGAL,2016,CPM,41.48,south twenty four parganas,4.83
WEST BENGAL,2011,MUL,1.07,south twenty four parganas,2.68
WEST BENGAL,2016,NOTA,1.61,south twenty four parganas,4.83
WEST BENGAL,2011,PDS,0.66,south twenty four parganas,2.68
WEST BENGAL,2011,AITC,52.5,south twenty four parganas,2.68
WEST BENGAL,2011,IND,4.54,south twenty four parganas,2.68
WEST BENGAL,2016,BJP,7.61,south twenty four parganas,4.83
WEST BENGAL,2011,CPM,38.67,south twenty four parganas,2.68
WEST BENGAL,2016,CPI(ML)(L),0.66,south twenty four parganas,4.83
WEST BENGAL,2016,SUCI,0.42,south twenty four parganas,4.83
WEST BENGAL,2011,IUC,1.03,south twenty four parganas,2.68
WEST BENGAL,2011,IND,1.6,south twenty four parganas,2.68
WEST BENGAL,2016,IND,0.38,south twenty four parganas,4.83
WEST BENGAL,2011,AITC,60.04,south twenty four parganas,2.68
WEST BENGAL,2016,NOTA,1.5,south twenty four parganas,4.83
WEST BENGAL,2016,WPOI,1,south twenty four parganas,4.83
WEST BENGAL,2011,IND,0.69,south twenty four parganas,2.68
WEST BENGAL,2016,INC,40.37,south twenty four parganas,4.83
WEST BENGAL,2011,BSP,0.78,south twenty four parganas,2.68
WEST BENGAL,2016,BSP,0.65,south twenty four parganas,4.83
WEST BENGAL,2011,BJP,3.76,south twenty four parganas,2.68
WEST BENGAL,2011,CPM,32.11,south twenty four parganas,2.68
WEST BENGAL,2016,AITC,44.13,south twenty four parganas,4.83
WEST BENGAL,2016,BJP,10.91,south twenty four parganas,4.83
WEST BENGAL,2016,AITC,49.75,south twenty four parganas,4.83
WEST BENGAL,2011,BJP,2.37,south twenty four parganas,2.68
WEST BENGAL,2011,CPM,36.58,south twenty four parganas,2.68
WEST BENGAL,2016,IUML,0.59,south twenty four parganas,4.83
WEST BENGAL,2016,NOTA,1.72,south twenty four parganas,4.83
WEST BENGAL,2011,IND,18.24,south twenty four parganas,2.68
WEST BENGAL,2011,AITC,41.56,south twenty four parganas,2.68
WEST BENGAL,2016,RLD,0.44,south twenty four parganas,4.83
WEST BENGAL,2016,CPM,38.54,south twenty four parganas,4.83
WEST BENGAL,2011,MUL,1.25,south twenty four parganas,2.68
WEST BENGAL,2016,IND,0.69,south twenty four parganas,4.83
WEST BENGAL,2016,BJP,8.27,south twenty four parganas,4.83
WEST BENGAL,2016,IND,0.74,kolkata corporation,0.39
WEST BENGAL,2016,IND,0.15,kolkata corporation,0.39
WEST BENGAL,2016,IND,0.59,kolkata corporation,0.39
WEST BENGAL,2011,AIFB,29.57,kolkata corporation,5.56
WEST BENGAL,2011,BJP,2.06,kolkata corporation,5.56
WEST BENGAL,2011,IND,0.44,kolkata corporation,5.56
WEST BENGAL,2016,NOTA,1.57,kolkata corporation,0.39
WEST BENGAL,2011,IND,0.88,kolkata corporation,5.56
WEST BENGAL,2016,IND,0.1,kolkata corporation,0.39
WEST BENGAL,2011,AITC,48.64,kolkata corporation,5.56
WEST BENGAL,2016,AITC,53.21,kolkata corporation,0.39
WEST BENGAL,2016,INC,33.98,kolkata corporation,0.39
WEST BENGAL,2016,BJP,8.48,kolkata corporation,0.39
WEST BENGAL,2016,IND,0.19,kolkata corporation,0.39
WEST BENGAL,2011,IND,16.85,kolkata corporation,5.56
WEST BENGAL,2011,IND,1.56,kolkata corporation,5.56
WEST BENGAL,2016,BSP,0.61,kolkata corporation,0.39
WEST BENGAL,2016,IND,0.21,kolkata corporation,0.39
WEST BENGAL,2016,IND,0.19,kolkata corporation,0.39
WEST BENGAL,2011,AITC,64.77,kolkata corporation,5.56
WEST BENGAL,2016,IND,0.11,kolkata corporation,0.39
WEST BENGAL,2011,IJP,0.51,kolkata corporation,5.56
WEST BENGAL,2011,BJP,3.74,kolkata corporation,5.56
WEST BENGAL,2016,AITC,47.67,kolkata corporation,0.39
WEST BENGAL,2011,IND,0.42,kolkata corporation,5.56
WEST BENGAL,2016,IND,0.13,kolkata corporation,0.39
WEST BENGAL,2011,AIMF,0.63,kolkata corporation,5.56
WEST BENGAL,2011,CPM,20.43,kolkata corporation,5.56
WEST BENGAL,2011,IND,0.25,kolkata corporation,5.56
WEST BENGAL,2016,SUCI,0.36,kolkata corporation,0.39
WEST BENGAL,2016,INC,29.26,kolkata corporation,0.39
WEST BENGAL,2016,IND,0.44,kolkata corporation,0.39
WEST BENGAL,2016,IND,0.13,kolkata corporation,0.39
WEST BENGAL,2016,BSP,0.49,kolkata corporation,0.39
WEST BENGAL,2016,IND,0.3,kolkata corporation,0.39
WEST BENGAL,2011,IND,0.3,kolkata corporation,5.56
WEST BENGAL,2016,NOTA,1.79,kolkata corporation,0.39
WEST BENGAL,2011,IND,0.3,kolkata corporation,5.56
WEST BENGAL,2016,BJP,19.13,kolkata corporation,0.39
WEST BENGAL,2011,IND,0.85,kolkata corporation,5.56
WEST BENGAL,2011,IND,0.57,kolkata corporation,5.56
WEST BENGAL,2016,IND,0.19,kolkata corporation,0.39
WEST BENGAL,2011,IND,0.44,kolkata corporation,5.56
WEST BENGAL,2011,IND,0.56,kolkata corporation,5.56
WEST BENGAL,2011,AITC,77.46,kolkata corporation,5.56
WEST BENGAL,2011,CPM,27.98,kolkata corporation,5.56
WEST BENGAL,2011,BSP,0.77,kolkata corporation,5.56
WEST BENGAL,2011,IND,0.72,kolkata corporation,5.56
WEST BENGAL,2011,BJP,3.77,kolkata corporation,5.56
WEST BENGAL,2016,IND,0.4,kolkata corporation,0.39
WEST BENGAL,2016,SUCI,0.97,kolkata corporation,0.39
WEST BENGAL,2016,BJP,16.96,kolkata corporation,0.39
WEST BENGAL,2016,INC,33.59,kolkata corporation,0.39
WEST BENGAL,2016,NOTA,2.81,kolkata corporation,0.39
WEST BENGAL,2011,CPM,28.76,kolkata corporation,5.56
WEST BENGAL,2011,LJP,0.78,kolkata corporation,5.56
WEST BENGAL,2016,IND,0.43,kolkata corporation,0.39
WEST BENGAL,2016,AITC,44.15,kolkata corporation,0.39
WEST BENGAL,2011,AITC,65.55,kolkata corporation,5.56
WEST BENGAL,2011,IND,0.42,kolkata corporation,5.56
WEST BENGAL,2016,BSP,0.7,kolkata corporation,0.39
WEST BENGAL,2011,AITC,60.65,kolkata corporation,5.56
WEST BENGAL,2016,NOTA,2.23,kolkata corporation,0.39
WEST BENGAL,2016,BJP,13.4,kolkata corporation,0.39
WEST BENGAL,2011,IND,0.31,kolkata corporation,5.56
WEST BENGAL,2016,IND,0.65,kolkata corporation,0.39
WEST BENGAL,2011,JD(U),0.33,kolkata corporation,5.56
WEST BENGAL,2011,BSP,1.04,kolkata corporation,5.56
WEST BENGAL,2016,INC,35.64,kolkata corporation,0.39
WEST BENGAL,2016,IND,0.28,kolkata corporation,0.39
WEST BENGAL,2011,CPM,32.33,kolkata corporation,5.56
WEST BENGAL,2011,BJP,3.57,kolkata corporation,5.56
WEST BENGAL,2016,IUML,0.79,kolkata corporation,0.39
WEST BENGAL,2016,BSP,1,kolkata corporation,0.39
WEST BENGAL,2011,AIMF,0.71,kolkata corporation,5.56
WEST BENGAL,2016,AITC,45.53,kolkata corporation,0.39
WEST BENGAL,2016,IND,0.5,kolkata corporation,0.39
WEST BENGAL,2011,IND,1.06,kolkata corporation,5.56
WEST BENGAL,2014,IND,0.17,kolkata corporation,15.02
WEST BENGAL,2011,AIMF,1.48,kolkata corporation,5.56
WEST BENGAL,2011,AITC,71.9,kolkata corporation,5.56
WEST BENGAL,2016,SUCI,0.53,kolkata corporation,0.39
WEST BENGAL,2011,JGP,0.42,kolkata corporation,5.56
WEST BENGAL,2014,BJP,25.12,kolkata corporation,15.02
WEST BENGAL,2011,IND,0.67,kolkata corporation,5.56
WEST BENGAL,2014,IND,0.28,kolkata corporation,15.02
WEST BENGAL,2014,INC,24.42,kolkata corporation,15.02
WEST BENGAL,2014,IND,0.15,kolkata corporation,15.02
WEST BENGAL,2011,IND,0.49,kolkata corporation,5.56
WEST BENGAL,2011,BJP,4.34,kolkata corporation,5.56
WEST BENGAL,2011,RJD,19.65,kolkata corporation,5.56
WEST BENGAL,2014,CPI(M),9.31,kolkata corporation,15.02
WEST BENGAL,2016,BJP,13.48,kolkata corporation,0.39
WEST BENGAL,2011,IND,0.34,kolkata corporation,5.56
WEST BENGAL,2016,IND,0.22,kolkata corporation,0.39
WEST BENGAL,2016,LJP,0.22,kolkata corporation,0.39
WEST BENGAL,2011,IND,0.72,kolkata corporation,5.56
WEST BENGAL,2014,AITC,40.14,kolkata corporation,15.02
WEST BENGAL,2014,IND,0.24,kolkata corporation,15.02
WEST BENGAL,2016,IND,0.29,kolkata corporation,0.39
WEST BENGAL,2016,IND,0.16,kolkata corporation,0.39
WEST BENGAL,2014,IND,0.17,kolkata corporation,15.02
WEST BENGAL,2016,INC,35.95,kolkata corporation,0.39
WEST BENGAL,2016,NOTA,1.87,kolkata corporation,0.39
